  preface 1: div: head	MS::28:37:54: 8, 8, 0	28::MS:37:54: 8, 5, 8	37::MS:28:54: 8, 5, 8	54::MS:28:37: 0, 8, 8
act 2 scene 2: sp: l 709	MS::28:37:54: 2, 2, 2	28::MS:37:54: 2, 0, 0	37::MS:28:54: 2, 0, 0	54::MS:28:37: 2, 0, 0
act 2 scene 2: sp: l 709	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 2 scene 2: sp: l 712	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 2 scene 2: sp: stage	MS::28:37:54: 13, 13, 12	28::MS:37:54: 13, 0, 7	37::MS:28:54: 13, 0, 7	54::MS:28:37: 12, 7, 7
act 2 scene 2: sp: stage	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 2 scene 2: sp: l 714	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 2 scene 2: sp: l 714	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 2 scene 2: sp: l 715	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 1	37::MS:28:54: 1, 0, 1	54::MS:28:37: 1, 1, 1
act 2 scene 2: sp: l 715	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 1	37::MS:28:54: 1, 0, 1	54::MS:28:37: 1, 1, 1
act 2 scene 2: sp: l 716	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 2 scene 2: sp: l 716	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 2 scene 2: sp: l 716	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 2 scene 2: sp: l 717	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 2 scene 2: sp: l 718	MS::28:37:54: 1, 1, 0	28::MS:37:54: 1, 0, 1	37::MS:28:54: 1, 0, 1	54::MS:28:37: 0, 1, 1
act 2 scene 2: sp: l 719	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 2 scene 2: sp: l 719	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 2 scene 2: sp: l 720	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 2 scene 2: sp: l 721	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 2 scene 2: sp: l 722	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 2 scene 2: sp: l 722	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 2 scene 2: sp: l 723	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 2 scene 2: sp: l 723	MS::28:37:54: 1, 1, 0	28::MS:37:54: 1, 0, 1	37::MS:28:54: 1, 0, 1	54::MS:28:37: 0, 1, 1
act 2 scene 2: sp: l 725	MS::28:37:54: 3, 3, 3	28::MS:37:54: 3, 0, 0	37::MS:28:54: 3, 0, 0	54::MS:28:37: 3, 0, 0
act 2 scene 2: div: stage	MS::28:37:54: 63, 63, 34	28::MS:37:54: 63, 0, 29	37::MS:28:54: 63, 0, 29	54::MS:28:37: 34, 29, 29
act 2 scene 2: div: stage	MS::28:37:54: 17, 17, 17	28::MS:37:54: 17, 0, 0	37::MS:28:54: 17, 0, 0	54::MS:28:37: 17, 0, 0
  act 3: div: head	MS::28:37:54: 11, 11, 11	28::MS:37:54: 11, 0, 0	37::MS:28:54: 11, 0, 0	54::MS:28:37: 11, 0, 0
act 3 scene 1: div: stage	MS::28:37:54: 3, 3, 0	28::MS:37:54: 3, 0, 3	37::MS:28:54: 3, 0, 3	54::MS:28:37: 0, 3, 3
act 3 scene 1: div: stage	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 3 scene 1: div: stage	MS::28:37:54: 3, 3, 0	28::MS:37:54: 3, 0, 3	37::MS:28:54: 3, 0, 3	54::MS:28:37: 0, 3, 3
act 3 scene 1: div: stage	MS::28:37:54: 9, 9, 9	28::MS:37:54: 9, 0, 0	37::MS:28:54: 9, 0, 0	54::MS:28:37: 9, 0, 0
act 3 scene 1: div: stage	MS::28:37:54: 7, 7, 7	28::MS:37:54: 7, 0, 0	37::MS:28:54: 7, 0, 0	54::MS:28:37: 7, 0, 0
act 3 scene 1: sp: stage	MS::28:37:54: 22, 22, 23	28::MS:37:54: 22, 0, 5	37::MS:28:54: 22, 0, 5	54::MS:28:37: 23, 5, 5
act 3 scene 1: sp: stage	MS::28:37:54: 2, 2, 0	28::MS:37:54: 2, 0, 2	37::MS:28:54: 2, 0, 2	54::MS:28:37: 0, 2, 2
act 3 scene 1: sp: stage	MS::28:37:54: 15, 15, 15	28::MS:37:54: 15, 0, 0	37::MS:28:54: 15, 0, 0	54::MS:28:37: 15, 0, 0
act 3 scene 1: sp: l 728	MS::28:37:54: 2, 2, 5	28::MS:37:54: 2, 0, 6	37::MS:28:54: 2, 0, 6	54::MS:28:37: 5, 6, 6
act 3 scene 1: sp: l 729	MS::28:37:54: 3, 3, 3	28::MS:37:54: 3, 0, 0	37::MS:28:54: 3, 0, 0	54::MS:28:37: 3, 0, 0
act 3 scene 1: sp: stage	MS::28:37:54: 2, 2, 0	28::MS:37:54: 2, 0, 2	37::MS:28:54: 2, 0, 2	54::MS:28:37: 0, 2, 2
act 3 scene 1: sp: l 738	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 3 scene 1: sp: l 743	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 1	37::MS:28:54: 1, 0, 1	54::MS:28:37: 1, 1, 1
act 3 scene 1: sp: l 744	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 3 scene 1: sp: l 744	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 1	37::MS:28:54: 1, 0, 1	54::MS:28:37: 1, 1, 1
act 3 scene 1: sp: l 745	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 3 scene 1: sp: l 749	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 3 scene 1: sp: stage	MS::28:37:54: 26, 26, 24	28::MS:37:54: 26, 0, 3	37::MS:28:54: 26, 0, 3	54::MS:28:37: 24, 3, 3
act 3 scene 1: div: stage	MS::28:37:54: 22, 22, 17	28::MS:37:54: 22, 0, 5	37::MS:28:54: 22, 0, 5	54::MS:28:37: 17, 5, 5
act 3 scene 1: sp: l 752	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 3 scene 1: sp: l 755	MS::28:37:54: 2, 2, 2	28::MS:37:54: 2, 0, 1	37::MS:28:54: 2, 0, 1	54::MS:28:37: 2, 1, 1
act 3 scene 1: sp: l 759	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 1	37::MS:28:54: 1, 0, 1	54::MS:28:37: 1, 1, 1
act 3 scene 1: sp: l 760	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 1	37::MS:28:54: 1, 0, 1	54::MS:28:37: 1, 1, 1
act 3 scene 1: sp: l 760	MS::28:37:54: 2, 2, 2	28::MS:37:54: 2, 0, 1	37::MS:28:54: 2, 0, 1	54::MS:28:37: 2, 1, 1
act 3 scene 1: sp: l 761	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 3 scene 1: sp: l 762	MS::28:37:54: 2, 2, 2	28::MS:37:54: 2, 0, 0	37::MS:28:54: 2, 0, 0	54::MS:28:37: 2, 0, 0
act 3 scene 1: sp: l 763	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 3 scene 1: div: stage	MS::28:37:54: 10, 10, 10	28::MS:37:54: 10, 0, 0	37::MS:28:54: 10, 0, 0	54::MS:28:37: 10, 0, 0
act 3 scene 1: div: stage	MS::28:37:54: 12, 12, 12	28::MS:37:54: 12, 0, 0	37::MS:28:54: 12, 0, 0	54::MS:28:37: 12, 0, 0
act 3 scene 1: sp: stage	MS::28:37:54: 22, 22, 22	28::MS:37:54: 22, 0, 0	37::MS:28:54: 22, 0, 0	54::MS:28:37: 22, 0, 0
act 3 scene 1: sp: l 766	MS::28:37:54: 1, 1, 0	28::MS:37:54: 1, 0, 1	37::MS:28:54: 1, 0, 1	54::MS:28:37: 0, 1, 1
act 3 scene 1: div: stage	MS::28:37:54: 35, 35, 35	28::MS:37:54: 35, 0, 0	37::MS:28:54: 35, 0, 0	54::MS:28:37: 35, 0, 0
act 3 scene 1: div: stage	MS::28:37:54: 3, 3, 3	28::MS:37:54: 3, 0, 0	37::MS:28:54: 3, 0, 0	54::MS:28:37: 3, 0, 0
act 3 scene 1: div: stage	MS::28:37:54: 9, 9, 0	28::MS:37:54: 9, 0, 9	37::MS:28:54: 9, 0, 9	54::MS:28:37: 0, 9, 9
act 3 scene 1: div: stage	MS::28:37:54: 38, 38, 38	28::MS:37:54: 38, 0, 0	37::MS:28:54: 38, 0, 0	54::MS:28:37: 38, 0, 0
act 3 scene 1: sp: stage	MS::28:37:54: 5, 5, 0	28::MS:37:54: 5, 0, 5	37::MS:28:54: 5, 0, 5	54::MS:28:37: 0, 5, 5
act 3 scene 1: sp: stage	MS::28:37:54: 2, 2, 0	28::MS:37:54: 2, 0, 2	37::MS:28:54: 2, 0, 2	54::MS:28:37: 0, 2, 2
act 3 scene 1: sp: l 780	MS::28:37:54: 2, 2, 2	28::MS:37:54: 2, 0, 0	37::MS:28:54: 2, 0, 0	54::MS:28:37: 2, 0, 0
act 3 scene 1: sp: l 781	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 3 scene 1: sp: l 782	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 3 scene 1: sp: l 783	MS::28:37:54: 2, 2, 2	28::MS:37:54: 2, 0, 0	37::MS:28:54: 2, 0, 0	54::MS:28:37: 2, 0, 0
act 3 scene 1: sp: l 783	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 3 scene 1: div: stage	MS::28:37:54: 4, 4, 4	28::MS:37:54: 4, 0, 0	37::MS:28:54: 4, 0, 0	54::MS:28:37: 4, 0, 0
act 3 scene 1: sp: l 787	MS::28:37:54: 4, 4, 4	28::MS:37:54: 4, 0, 0	37::MS:28:54: 4, 0, 0	54::MS:28:37: 4, 0, 0
act 3 scene 1: sp: l 787	MS::28:37:54: 1, 1, 0	28::MS:37:54: 1, 0, 1	37::MS:28:54: 1, 0, 1	54::MS:28:37: 0, 1, 1
act 3 scene 1: div: stage	MS::28:37:54: 38, 38, 32	28::MS:37:54: 38, 0, 6	37::MS:28:54: 38, 0, 6	54::MS:28:37: 32, 6, 6
act 3 scene 1: sp: stage	MS::28:37:54: 2, 2, 0	28::MS:37:54: 2, 0, 2	37::MS:28:54: 2, 0, 2	54::MS:28:37: 0, 2, 2
act 3 scene 1: sp: l 789	MS::28:37:54: 2, 2, 2	28::MS:37:54: 2, 0, 0	37::MS:28:54: 2, 0, 0	54::MS:28:37: 2, 0, 0
act 3 scene 1: sp: l 790	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 3 scene 1: sp: stage	MS::28:37:54: 2, 2, 0	28::MS:37:54: 2, 0, 2	37::MS:28:54: 2, 0, 2	54::MS:28:37: 0, 2, 2
act 3 scene 1: sp: l 792	MS::28:37:54: 2, 2, 2	28::MS:37:54: 2, 0, 0	37::MS:28:54: 2, 0, 0	54::MS:28:37: 2, 0, 0
act 3 scene 1: sp: l 792	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 3 scene 1: sp: l 792	MS::28:37:54: 2, 2, 2	28::MS:37:54: 2, 0, 0	37::MS:28:54: 2, 0, 0	54::MS:28:37: 2, 0, 0
act 3 scene 1: sp: l 795	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 3 scene 1: sp: l 796	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 3 scene 1: div: stage	MS::28:37:54: 3, 3, 0	28::MS:37:54: 3, 0, 3	37::MS:28:54: 3, 0, 3	54::MS:28:37: 0, 3, 3
act 3 scene 2: div: stage	MS::28:37:54: 12, 12, 0	28::MS:37:54: 12, 0, 12	37::MS:28:54: 12, 0, 12	54::MS:28:37: 0, 12, 12
act 3 scene 2: div: stage	MS::28:37:54: 5, 5, 5	28::MS:37:54: 5, 0, 0	37::MS:28:54: 5, 0, 0	54::MS:28:37: 5, 0, 0
act 3 scene 2: div: stage	MS::28:37:54: 11, 11, 11	28::MS:37:54: 11, 0, 0	37::MS:28:54: 11, 0, 0	54::MS:28:37: 11, 0, 0
act 3 scene 2: div: stage	MS::28:37:54: 37, 37, 37	28::MS:37:54: 37, 0, 0	37::MS:28:54: 37, 0, 0	54::MS:28:37: 37, 0, 0
act 3 scene 2: sp: stage	MS::28:37:54: 5, 5, 0	28::MS:37:54: 5, 0, 5	37::MS:28:54: 5, 0, 5	54::MS:28:37: 0, 5, 5
act 3 scene 2: sp: l 798	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 3 scene 2: sp: stage	MS::28:37:54: 2, 2, 0	28::MS:37:54: 2, 0, 2	37::MS:28:54: 2, 0, 2	54::MS:28:37: 0, 2, 2
act 3 scene 2: sp: l 804	MS::28:37:54: 2, 2, 2	28::MS:37:54: 2, 0, 0	37::MS:28:54: 2, 0, 0	54::MS:28:37: 2, 0, 0
act 3 scene 2: sp: l 807	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 3 scene 2: sp: l 807	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 3 scene 2: sp: l 808	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 3 scene 2: div: stage	MS::28:37:54: 34, 34, 29	28::MS:37:54: 34, 0, 5	37::MS:28:54: 34, 0, 5	54::MS:28:37: 29, 5, 5
act 3 scene 2: sp: l 810	MS::28:37:54: 2, 2, 2	28::MS:37:54: 2, 0, 0	37::MS:28:54: 2, 0, 0	54::MS:28:37: 2, 0, 0
act 3 scene 2: sp: l 810	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 3 scene 2: sp: l 815	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 3 scene 2: sp: l 816	MS::28:37:54: 3, 3, 3	28::MS:37:54: 3, 0, 0	37::MS:28:54: 3, 0, 0	54::MS:28:37: 3, 0, 0
act 3 scene 2: sp: l 820	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 3 scene 2: sp: l 821	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 3 scene 2: sp: l 823	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 3 scene 2: sp: l 824	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 3 scene 2: sp: l 827	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 3 scene 2: sp: l 828	MS::28:37:54: 2, 2, 1	28::MS:37:54: 2, 0, 1	37::MS:28:54: 2, 0, 1	54::MS:28:37: 1, 1, 1
act 3 scene 2: sp: l 832	MS::28:37:54: 1, 1, 0	28::MS:37:54: 1, 0, 1	37::MS:28:54: 1, 0, 1	54::MS:28:37: 0, 1, 1
act 3 scene 2: sp: l 832	MS::28:37:54: 9, 9, 0	28::MS:37:54: 9, 0, 9	37::MS:28:54: 9, 0, 9	54::MS:28:37: 0, 9, 9
act 3 scene 2: sp: l 833	MS::28:37:54: 11, 11, 0	28::MS:37:54: 11, 0, 11	37::MS:28:54: 11, 0, 11	54::MS:28:37: 0, 11, 11
act 3 scene 2: sp: l 833	MS::28:37:54: 1, 1, 0	28::MS:37:54: 1, 0, 1	37::MS:28:54: 1, 0, 1	54::MS:28:37: 0, 1, 1
act 3 scene 2: sp: l 835	MS::28:37:54: 2, 2, 2	28::MS:37:54: 2, 0, 0	37::MS:28:54: 2, 0, 0	54::MS:28:37: 2, 0, 0
act 3 scene 2: div: stage	MS::28:37:54: 3, 3, 0	28::MS:37:54: 3, 0, 3	37::MS:28:54: 3, 0, 3	54::MS:28:37: 0, 3, 3
act 3 scene 2: div: stage	MS::28:37:54: 22, 22, 22	28::MS:37:54: 22, 0, 0	37::MS:28:54: 22, 0, 0	54::MS:28:37: 22, 0, 0
act 3 scene 2: sp: stage	MS::28:37:54: 23, 23, 20	28::MS:37:54: 23, 0, 11	37::MS:28:54: 23, 0, 11	54::MS:28:37: 20, 11, 11
act 3 scene 2: sp: l 838	MS::28:37:54: 1, 1, 0	28::MS:37:54: 1, 0, 1	37::MS:28:54: 1, 0, 1	54::MS:28:37: 0, 1, 1
act 3 scene 2: sp: l 838	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 3 scene 2: sp: l 838	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 3 scene 2: sp: l 838	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 1, 0	37::MS:28:54: 1, 1, 1	54::MS:28:37: 1, 0, 1
act 3 scene 2: sp: l 839	MS::28:37:54: 1, 1, 0	28::MS:37:54: 1, 0, 1	37::MS:28:54: 1, 0, 1	54::MS:28:37: 0, 1, 1
act 3 scene 2: sp: l 840	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 3 scene 2: sp: l 840	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 3 scene 2: sp: l 841	MS::28:37:54: 3, 3, 0	28::MS:37:54: 3, 0, 3	37::MS:28:54: 3, 0, 3	54::MS:28:37: 0, 3, 3
act 3 scene 2: sp: l 842	MS::28:37:54: 1, 1, 0	28::MS:37:54: 1, 0, 1	37::MS:28:54: 1, 0, 1	54::MS:28:37: 0, 1, 1
act 3 scene 2: sp: l 842	MS::28:37:54: 1, 1, 0	28::MS:37:54: 1, 0, 1	37::MS:28:54: 1, 0, 1	54::MS:28:37: 0, 1, 1
act 3 scene 2: sp: l 843	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 3 scene 2: sp: l 844	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 3 scene 2: sp: l 844	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 3 scene 2: sp: l 844	MS::28:37:54: 1, 1, 0	28::MS:37:54: 1, 0, 1	37::MS:28:54: 1, 0, 1	54::MS:28:37: 0, 1, 1
act 3 scene 2: sp: l 845	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 3 scene 2: sp: stage	MS::28:37:54: 5, 5, 0	28::MS:37:54: 5, 0, 5	37::MS:28:54: 5, 0, 5	54::MS:28:37: 0, 5, 5
act 3 scene 2: sp: l 850	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 3 scene 2: sp: l 851	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 3 scene 2: sp: l 851	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 3 scene 2: sp: l 852	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 3 scene 2: sp: l 854	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 3 scene 2: sp: l 855	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 3 scene 2: sp: l 857	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 3 scene 2: sp: l 857	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 3 scene 2: sp: l 858	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 3 scene 2: sp: l 859	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 3 scene 2: sp: l 861	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 3 scene 2: sp: l 861	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 3 scene 2: sp: l 864	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 3 scene 2: sp: l 865	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 3 scene 2: sp: l 866	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 3 scene 2: sp: l 868	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 3 scene 2: sp: l 869	MS::28:37:54: 1, 1, 0	28::MS:37:54: 1, 0, 1	37::MS:28:54: 1, 0, 1	54::MS:28:37: 0, 1, 1
act 3 scene 2: sp: l 869	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 3 scene 2: sp: l 869	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 3 scene 2: sp: l 870	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 3 scene 2: sp: l 871	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 3 scene 2: sp: l 871	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 3 scene 2: sp: l 875	MS::28:37:54: 1, 1, 0	28::MS:37:54: 1, 0, 1	37::MS:28:54: 1, 0, 1	54::MS:28:37: 0, 1, 1
act 3 scene 2: sp: l 876	MS::28:37:54: 5, 5, 5	28::MS:37:54: 5, 0, 1	37::MS:28:54: 5, 0, 1	54::MS:28:37: 5, 1, 1
act 3 scene 2: sp: l 877	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 3 scene 2: sp: l 878	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 3 scene 2: sp: l 881	MS::28:37:54: 2, 2, 2	28::MS:37:54: 2, 0, 0	37::MS:28:54: 2, 0, 0	54::MS:28:37: 2, 0, 0
act 3 scene 2: sp: l 883	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 3 scene 2: sp: l 885	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
act 3 scene 2: sp: l 885	MS::28:37:54: 1, 1, 1	28::MS:37:54: 1, 0, 0	37::MS:28:54: 1, 0, 0	54::MS:28:37: 1, 0, 0
